Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Invictus,2009,PG-13,134,"Biography, Drama, History","Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",7.3,74,157340,37.49,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Lawless,2012,R,116,"Biography, Crime, Drama","Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",7.2,58,238928,37.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Edgar,2011,R,137,"Biography, Drama, Romance","J. Edgar Hoover, powerful head of the F.B.I. for nearly fifty years, looks back on his professional and personal life.",6.5,59,127392,37.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Notorious,2009,R,122,"Biography, Crime, Drama","The life and death story of The Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",6.7,60,43247,36.84,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alive,1993,R,120,"Biography, Drama, Thriller","After crash-landing in the snowswept Andes, a Uruguayan rugby team have no choice but to turn to desperate measures in order to survive.",7.1,56,54989,36.73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Friday the 13th Part III,1982,R,95,"Horror, Thriller",Jason Voorhees stalks a group of friends who's just arrived to spend the weekend at a cabin near Crystal Lake.,5.6,30,52334,36.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Vampires Suck,2010,PG-13,82,"Comedy, Horror","A spoof of vampire-themed movies. Teenager, Becca finds herself torn between 2 boys. As she and her friends wrestle with a number of different dramas, everything comes to a head at their prom.",3.4,18,48535,36.66,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Freedom Writers,2007,PG-13,123,"Biography, Crime, Drama","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves and pursue education beyond high school.",7.6,64,77169,36.61,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Million Dollar Arm,2014,PG,124,"Biography, Drama, Sport",A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.,7.0,56,45588,36.45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Thin Red Line,1998,R,170,"Drama, History, War","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",7.6,78,184458,36.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
The 15:17 to Paris,2018,PG-13,94,"Biography, Drama, Thriller",Three courageous young Americans prevent a terrorist attack on a train bound for Paris.,5.3,45,32511,36.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Theory of Everything,2014,PG-13,123,"Biography, Drama, Romance",A look at the relationship between the famous physicist Stephen Hawking and his wife.,7.7,71,437248,35.89,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Boy,2016,PG-13,97,"Horror, Mystery, Thriller","An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",6.0,42,88610,35.82,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Shine,1996,PG-13,105,"Biography, Drama, Music","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",7.7,87,53743,35.81,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mothman Prophecies,2002,PG-13,119,"Drama, Horror, Mystery","A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.",6.4,52,79632,35.75,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Changeling,2008,R,141,"Biography, Crime, Drama",Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,7.8,63,251444,35.74,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Selena,1997,PG,127,"Biography, Drama, Music","The true story of Selena, a Texas-born Tejano singer who rose from cult status to performing at the Astrodome, as well as having chart topping albums on the Latin music charts.",6.8,67,28260,35.42,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Doors,1991,R,140,"Biography, Drama, Music","The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",7.2,62,90710,35.18,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
K-19: The Widowmaker,2002,PG-13,138,"Drama, History, Thriller","When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",6.7,58,62588,35.17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Dragon: The Bruce Lee Story,1993,PG-13,120,"Action, Biography, Drama",A fictionalized account of the life of the martial arts superstar.,7.0,69,30833,35.11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Step Up Revolution,2012,PG-13,99,"Drama, Music, Romance","Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",6.4,43,55776,35.07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Green Zone,2010,R,115,"Action, Drama, Thriller",Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.,6.8,63,136076,35.05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Midnight Express,1978,R,121,"Biography, Crime, Drama","Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",7.5,59,78432,35.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Take the Lead,2006,PG-13,118,"Drama, Music",The real story of a dance teacher who believed in the talent of a group of problem kids.,6.6,55,25576,34.74,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Killing Fields,1984,R,141,"Biography, Drama, History","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",7.8,76,54836,34.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Man on the Moon,1999,R,118,"Biography, Comedy, Drama",The life and career of legendary comedian Andy Kaufman.,7.4,58,129429,34.58,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Concussion,2015,PG-13,123,"Biography, Drama, Sport","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",7.1,55,92986,34.54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Monster,2003,R,109,"Biography, Crime, Drama","Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",7.3,74,148373,34.47,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Favourite,2018,R,119,"Biography, Comedy, Drama","In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",7.5,91,192833,34.37,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,2004,R,175,"Action, Biography, Drama","Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.",5.6,39,168161,34.3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flags of Our Fathers,2006,R,135,"Action, Adventure, Drama","The life stories of the six men who raised the flag at the Battle of Iwo Jima, a turning point in World War II.",7.1,79,122247,33.6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Woman in Gold,2015,PG-13,109,"Biography, Drama, History","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",7.3,51,57638,33.31,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Informant!,2009,R,108,"Biography, Comedy, Crime","The U.S. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant Mark Whitacre.",6.5,66,64996,33.31,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breach,2007,PG-13,110,"Biography, Crime, Drama","FBI upstart Eric O'Neill enters into a power game with his boss, Robert Hanssen, an agent who was put on trial for selling secrets to the Soviet Union.",7.0,74,59530,33.23,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pianist,2002,R,150,"Biography, Drama, Music",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,8.6,85,798709,32.57,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Almost Famous,2000,R,122,"Adventure, Comedy, Drama",A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,7.9,90,270802,32.53,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
October Sky,1999,PG,108,"Biography, Drama, Family","The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",7.8,71,88918,32.48,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Men Who Stare at Goats,2009,R,94,"Comedy, War","A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",6.2,54,131286,32.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Milk,2008,R,128,"Biography, Drama",The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.,7.6,83,170976,31.84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1979,PG,118,"Action, Comedy, War",Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.,5.8,34,33235,31.76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Soloist,2009,PG-13,117,"Biography, Drama, Music",A newspaper journalist discovers a homeless musical genius and tries to improve his situation.,6.7,61,53253,31.67,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
August Rush,2007,PG,114,"Drama, Music",An orphaned musical prodigy uses his gift to try to find his birth parents.,7.5,38,106655,31.66,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Rob Roy,1995,R,139,"Adventure, Biography, Drama","In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",6.9,55,42508,31.6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Night, and Good Luck.",2005,PG,93,"Biography, Drama, History",Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.,7.4,80,97196,31.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nick and Norah's Infinite Playlist,2008,PG-13,90,"Comedy, Drama, Music","High school student Nick O'Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes.",6.6,64,91557,31.49,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Adrift,2018,PG-13,96,"Action, Adventure, Biography","A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",6.6,56,54742,31.45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air America,1990,R,113,"Action, Comedy, War",A young pilot finds himself recruited unwittingly into a covert and corrupt C.I.A. airlift organization operating in Vietnam War-era Laos.,5.8,33,28471,31.05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Get Rich or Die Tryin',2005,R,117,"Biography, Crime, Drama",A tale of an inner city drug dealer who turns away from a life of crime to pursue his passion of rap music.,5.4,45,46674,30.98,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From Here to Eternity,1953,Passed,118,"Drama, Romance, War","At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair.",7.6,85,46242,30.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
A Night at the Roxbury,1998,PG-13,82,"Comedy, Music, Romance","Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.",6.2,26,60111,30.32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Honey,2003,PG-13,94,"Drama, Music, Romance","Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",5.3,37,45430,30.31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
The Great Debaters,2007,PG-13,126,"Biography, Drama, Romance","A drama based on the true story of Melvin B. Tolson, a professor at Wiley College Texas. In 1935, he inspired students to form the school's first debate team, which went on to challenge Harvard in the national championship.",7.5,65,58298,30.23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Riding in Cars with Boys,2001,PG-13,132,"Biography, Comedy, Drama","A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",6.5,43,28613,30.17,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth,1998,R,124,"Biography, Drama, History",The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,7.4,75,97702,30.08,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Iron Lady,2011,PG-13,105,"Biography, Drama","An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene.",6.4,52,108032,30.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I, Tonya",2017,R,119,"Biography, Comedy, Drama","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",7.5,77,206896,30.01,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spartacus,1960,PG-13,197,"Adventure, Biography, Drama","The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",7.9,87,132472,30.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpico,1973,R,130,"Biography, Crime, Drama",An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,7.7,87,119890,29.8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tora! Tora! Tora!,1970,G,144,"Action, Drama, History","The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness.",7.5,46,33856,29.55,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Walk in the Woods,2015,R,104,"Adventure, Biography, Comedy","After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nick Nolte).",6.3,51,26858,29.47,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spice World,1997,PG,93,"Comedy, Family, Music",World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,3.6,32,35647,29.34,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Confessions of a Teenage Drama Queen,2004,PG,89,"Comedy, Family, Music","A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",4.6,33,28918,29.33,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nanny McPhee Returns,2010,PG,109,"Comedy, Family, Fantasy","Nanny McPhee arrives to help a harried young mother who is trying to run the family farm while her husband is away at war, though she uses her magic to teach the woman's children and their two spoiled cousins five new lessons.",6.1,52,31949,29.2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Insider,1999,R,157,"Biography, Drama, Thriller",A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,7.8,84,168560,28.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Guns of Navarone,1961,TV-PG,158,"Action, Adventure, Drama","A team of Allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held Greek island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",7.5,72,49808,28.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
